Individual,Age,CSP,iris,Couple,Sexe
1331,35 à 39 ans,Employés,765400202,Vivant en couple,Femmes
1332,35 à 39 ans,Professions intermédiaires,765401005,Vivant en couple,Femmes
1333,30 à 34 ans,Employés,765400103,Ne vivant pas en couple,Hommes
1334,15 à 19 ans,Autres personnes sans activité professionnelle,765400901,Ne vivant pas en couple,Femmes
1335,70 à 74 ans,Retraités,765400501,Ne vivant pas en couple,Femmes
1336,65 à 69 ans,Retraités,765400701,Ne vivant pas en couple,Femmes
1337,40 à 44 ans,Professions intermédiaires,765401003,Vivant en couple,Hommes
1338,10 à 14 ans,null,765401001,null,Hommes
1339,15 à 19 ans,Autres personnes sans activité professionnelle,765400404,Ne vivant pas en couple,Femmes
1340,40 à 44 ans,Cadres et professions intellectuelles supérieures,765400503,Vivant en couple,Femmes
1341,40 à 44 ans,Employés,765401002,Ne vivant pas en couple,Femmes
1342,50 à 54 ans,Professions intermédiaires,765400204,Vivant en couple,Hommes
1343,10 à 14 ans,null,765401002,null,Hommes
1344,50 à 54 ans,Cadres et professions intellectuelles supérieures,765400103,Vivant en couple,Femmes
1345,40 à 44 ans,Professions intermédiaires,765400702,Vivant en couple,Femmes
1346,70 à 74 ans,Retraités,765400301,Ne vivant pas en couple,Hommes
1347,45 à 49 ans,Employés,765400404,Ne vivant pas en couple,Hommes
1348,70 à 74 ans,Retraités,765400405,Vivant en couple,Hommes
1349,30 à 34 ans,Ouvriers,765400502,Ne vivant pas en couple,Hommes
1350,5 à 9 ans,null,765400404,null,Femmes
1351,20 à 24 ans,Autres personnes sans activité professionnelle,765400901,Ne vivant pas en couple,Femmes
1352,30 à 34 ans,Autres personnes sans activité professionnelle,765400701,Vivant en couple,Femmes
1353,70 à 74 ans,Retraités,765400502,Ne vivant pas en couple,Femmes
1354,40 à 44 ans,Ouvriers,765400801,Ne vivant pas en couple,Hommes
1355,Moins de 5 ans,null,765400801,null,Hommes
1356,20 à 24 ans,Employés,765401004,Ne vivant pas en couple,Femmes
1357,30 à 34 ans,Employés,765401005,Vivant en couple,Femmes
1358,30 à 34 ans,Employés,765400502,Vivant en couple,Femmes
1359,40 à 44 ans,Professions intermédiaires,765400304,Vivant en couple,Femmes
1360,10 à 14 ans,null,765400303,null,Hommes
1361,55 à 59 ans,Retraités,765400305,Vivant en couple,Femmes
1362,10 à 14 ans,null,765401004,null,Femmes
1363,65 à 69 ans,Retraités,765400503,Ne vivant pas en couple,Femmes
1364,5 à 9 ans,null,765400201,null,Femmes
1365,40 à 44 ans,Cadres et professions intellectuelles supérieures,765400604,Vivant en couple,Femmes
1366,15 à 19 ans,Autres personnes sans activité professionnelle,765400104,Ne vivant pas en couple,Hommes
1367,40 à 44 ans,Autres personnes sans activité professionnelle,765400305,Vivant en couple,Hommes
1368,60 à 64 ans,Retraités,765400203,Vivant en couple,Femmes
1369,40 à 44 ans,Professions intermédiaires,765401002,Vivant en couple,Hommes
1370,70 à 74 ans,Cadres et professions intellectuelles supérieures,765400203,Vivant en couple,Hommes
1371,50 à 54 ans,Ouvriers,765400502,Ne vivant pas en couple,Femmes
1372,25 à 29 ans,Ouvriers,765400404,Vivant en couple,Hommes
1373,55 à 59 ans,Professions intermédiaires,765401002,Vivant en couple,Femmes
1374,20 à 24 ans,Autres personnes sans activité professionnelle,765400601,Vivant en couple,Hommes
1375,65 à 69 ans,Retraités,765400203,Vivant en couple,Hommes
1376,30 à 34 ans,Ouvriers,765400106,Vivant en couple,Hommes
1377,Moins de 5 ans,null,765400103,null,Hommes
1378,10 à 14 ans,null,765400105,null,Hommes
1379,45 à 49 ans,Autres personnes sans activité professionnelle,765400105,Vivant en couple,Femmes
1380,5 à 9 ans,null,765401001,null,Hommes
1381,20 à 24 ans,Professions intermédiaires,765400305,Ne vivant pas en couple,Femmes
1382,20 à 24 ans,Autres personnes sans activité professionnelle,765400901,Vivant en couple,Femmes
1383,Moins de 5 ans,null,765400305,null,Femmes
1384,80 à 84 ans,Retraités,765400801,Vivant en couple,Femmes
1385,25 à 29 ans,Professions intermédiaires,765400202,Vivant en couple,Hommes
1386,40 à 44 ans,Employés,765400105,Vivant en couple,Femmes
1387,60 à 64 ans,Cadres et professions intellectuelles supérieures,765401003,Vivant en couple,Hommes
1388,5 à 9 ans,null,765400601,null,Hommes
1389,25 à 29 ans,Employés,765400601,Vivant en couple,Femmes
1390,5 à 9 ans,null,765400303,null,Hommes
1391,60 à 64 ans,Employés,765400802,Vivant en couple,Femmes
1392,45 à 49 ans,Employés,765400601,Vivant en couple,Femmes
1393,25 à 29 ans,Employés,765400802,Ne vivant pas en couple,Femmes
1394,5 à 9 ans,null,765400801,null,Hommes
1395,50 à 54 ans,Professions intermédiaires,765400303,Vivant en couple,Femmes
1396,20 à 24 ans,Professions intermédiaires,765400802,Ne vivant pas en couple,Femmes
1397,Moins de 5 ans,null,765400105,null,Hommes
1398,25 à 29 ans,Professions intermédiaires,765400203,Vivant en couple,Femmes
1399,25 à 29 ans,Ouvriers,765400202,Vivant en couple,Hommes
1400,25 à 29 ans,Employés,765400503,Vivant en couple,Femmes
1401,15 à 19 ans,Autres personnes sans activité professionnelle,765400304,Ne vivant pas en couple,Femmes
1402,25 à 29 ans,Autres personnes sans activité professionnelle,765401003,Vivant en couple,Hommes
1403,5 à 9 ans,null,765400102,null,Femmes
1404,5 à 9 ans,null,765400601,null,Femmes
1405,55 à 59 ans,Retraités,765401001,Vivant en couple,Hommes
1406,Moins de 5 ans,null,765400502,null,Femmes
1407,Moins de 5 ans,null,765400305,null,Femmes
1408,35 à 39 ans,Professions intermédiaires,765400305,Vivant en couple,Hommes
1409,80 à 84 ans,Retraités,765400204,Vivant en couple,Hommes
1410,30 à 34 ans,Ouvriers,765400106,Vivant en couple,Hommes
1411,75 à 79 ans,Retraités,765400101,Ne vivant pas en couple,Femmes
1412,65 à 69 ans,Retraités,765400801,Vivant en couple,Femmes
1413,40 à 44 ans,Ouvriers,765400204,Vivant en couple,Hommes
1414,50 à 54 ans,Professions intermédiaires,765400802,Vivant en couple,Hommes
1415,25 à 29 ans,Employés,765400404,Vivant en couple,Femmes
1416,25 à 29 ans,Cadres et professions intellectuelles supérieures,765400106,Vivant en couple,Femmes
1417,60 à 64 ans,Ouvriers,765400503,Vivant en couple,Hommes
1418,75 à 79 ans,Retraités,765400105,Vivant en couple,Hommes
1419,55 à 59 ans,Retraités,765400303,Vivant en couple,Femmes
1420,25 à 29 ans,Professions intermédiaires,765400602,Ne vivant pas en couple,Hommes
1421,35 à 39 ans,Ouvriers,765400204,Ne vivant pas en couple,Hommes
1422,Moins de 5 ans,null,765400201,null,Femmes
1423,30 à 34 ans,Autres personnes sans activité professionnelle,765400305,Ne vivant pas en couple,Hommes
1424,20 à 24 ans,Ouvriers,765400303,Ne vivant pas en couple,Femmes
1425,65 à 69 ans,Retraités,765401001,Vivant en couple,Hommes
1426,30 à 34 ans,Employés,765400306,Vivant en couple,Hommes
1427,25 à 29 ans,Professions intermédiaires,765400501,Vivant en couple,Hommes
1428,30 à 34 ans,Professions intermédiaires,765400901,Vivant en couple,Femmes
1429,15 à 19 ans,Autres personnes sans activité professionnelle,765400106,Ne vivant pas en couple,Hommes
1430,55 à 59 ans,Employés,765400304,Ne vivant pas en couple,Femmes
1431,65 à 69 ans,Retraités,765400204,Vivant en couple,Femmes
1432,50 à 54 ans,Autres personnes sans activité professionnelle,765400401,Vivant en couple,Femmes
1433,50 à 54 ans,Employés,765400503,Ne vivant pas en couple,Femmes
1434,30 à 34 ans,Ouvriers,765400902,Vivant en couple,Hommes
1435,10 à 14 ans,null,765400401,null,Femmes
1436,45 à 49 ans,Employés,765400802,Vivant en couple,Femmes
1437,80 à 84 ans,Retraités,765400602,Ne vivant pas en couple,Femmes
1438,Moins de 5 ans,null,765400501,null,Hommes
1439,35 à 39 ans,Cadres et professions intellectuelles supérieures,765400405,Ne vivant pas en couple,Femmes
1440,35 à 39 ans,Employés,765400304,Ne vivant pas en couple,Femmes
1441,50 à 54 ans,Autres personnes sans activité professionnelle,765400504,Ne vivant pas en couple,Femmes
1442,20 à 24 ans,Autres personnes sans activité professionnelle,765400105,Ne vivant pas en couple,Hommes
1443,85 à 89 ans,Retraités,765400601,Ne vivant pas en couple,Femmes
1444,5 à 9 ans,null,765400501,null,Femmes
1445,10 à 14 ans,null,765400101,null,Femmes
1446,30 à 34 ans,Cadres et professions intellectuelles supérieures,765400106,Vivant en couple,Hommes
1447,45 à 49 ans,Employés,765400106,Ne vivant pas en couple,Femmes
1448,50 à 54 ans,Employés,765401002,Vivant en couple,Femmes
1449,15 à 19 ans,Autres personnes sans activité professionnelle,765400203,Ne vivant pas en couple,Femmes
1450,5 à 9 ans,null,765400902,null,Hommes
1451,10 à 14 ans,null,765401003,null,Hommes
1452,15 à 19 ans,Autres personnes sans activité professionnelle,765400306,Ne vivant pas en couple,Femmes
1453,35 à 39 ans,Cadres et professions intellectuelles supérieures,765400303,Vivant en couple,Femmes
1454,65 à 69 ans,Professions intermédiaires,765400602,Vivant en couple,Hommes
1455,30 à 34 ans,Professions intermédiaires,765400404,Vivant en couple,Hommes
1456,50 à 54 ans,Professions intermédiaires,765400203,Vivant en couple,Femmes
1457,55 à 59 ans,Retraités,765400402,Vivant en couple,Femmes
1458,55 à 59 ans,Cadres et professions intellectuelles supérieures,765400101,Vivant en couple,Hommes
1459,55 à 59 ans,Employés,765400201,Vivant en couple,Femmes
1460,40 à 44 ans,Employés,765400702,Vivant en couple,Femmes
1461,20 à 24 ans,Cadres et professions intellectuelles supérieures,765400204,Vivant en couple,Femmes
1462,35 à 39 ans,Professions intermédiaires,765400402,Ne vivant pas en couple,Hommes
1463,30 à 34 ans,Professions intermédiaires,765401002,Vivant en couple,Femmes
1464,85 à 89 ans,Retraités,765400901,Ne vivant pas en couple,Femmes
1465,30 à 34 ans,Ouvriers,765400305,Ne vivant pas en couple,Hommes
1466,30 à 34 ans,Autres personnes sans activité professionnelle,765401005,Vivant en couple,Femmes
1467,10 à 14 ans,null,765401005,null,Femmes
1468,20 à 24 ans,Autres personnes sans activité professionnelle,765401005,Ne vivant pas en couple,Hommes
1469,55 à 59 ans,Professions intermédiaires,765401002,Ne vivant pas en couple,Hommes
1470,15 à 19 ans,Autres personnes sans activité professionnelle,765400103,Ne vivant pas en couple,Hommes
1471,45 à 49 ans,Employés,765400101,Vivant en couple,Femmes
1472,10 à 14 ans,null,765400105,null,Hommes
1473,55 à 59 ans,Retraités,765400602,Vivant en couple,Hommes
1474,5 à 9 ans,null,765400502,null,Femmes
1475,55 à 59 ans,Retraités,765400204,Ne vivant pas en couple,Femmes
1476,10 à 14 ans,null,765400305,null,Femmes
1477,5 à 9 ans,null,765400106,null,Hommes
1478,65 à 69 ans,Retraités,765400701,Vivant en couple,Femmes
1479,10 à 14 ans,null,765400106,null,Hommes
1480,70 à 74 ans,Retraités,765400403,Vivant en couple,Femmes
1481,60 à 64 ans,Retraités,765400301,Ne vivant pas en couple,Hommes
1482,5 à 9 ans,null,765400504,null,Hommes
1483,55 à 59 ans,Retraités,765400504,Vivant en couple,Hommes
1484,Moins de 5 ans,null,765400101,null,Hommes
1485,25 à 29 ans,Professions intermédiaires,765400305,Vivant en couple,Femmes
1486,60 à 64 ans,Retraités,765400202,Vivant en couple,Femmes
1487,85 à 89 ans,Retraités,765400105,Vivant en couple,Femmes
1488,15 à 19 ans,Employés,765400902,Ne vivant pas en couple,Femmes
1489,5 à 9 ans,null,765400702,null,Femmes
1490,85 à 89 ans,Retraités,765400404,Vivant en couple,Hommes
1491,10 à 14 ans,null,765400401,null,Femmes
1492,60 à 64 ans,Retraités,765400502,Ne vivant pas en couple,Femmes
1493,10 à 14 ans,null,765400101,null,Femmes
1494,35 à 39 ans,Ouvriers,765400305,Vivant en couple,Hommes
1495,20 à 24 ans,Employés,765400303,Ne vivant pas en couple,Femmes
1496,30 à 34 ans,Cadres et professions intellectuelles supérieures,765400303,Vivant en couple,Hommes
1497,65 à 69 ans,Retraités,765400502,Vivant en couple,Femmes
1498,35 à 39 ans,Cadres et professions intellectuelles supérieures,765400404,Vivant en couple,Femmes
1499,40 à 44 ans,Autres personnes sans activité professionnelle,765400901,Vivant en couple,Femmes
1500,15 à 19 ans,Employés,765400303,Ne vivant pas en couple,Hommes
1501,90 à 94 ans,Retraités,765400404,Ne vivant pas en couple,Femmes
1502,25 à 29 ans,Professions intermédiaires,765400203,Ne vivant pas en couple,Hommes
1503,45 à 49 ans,Ouvriers,765400404,Vivant en couple,Femmes
1504,60 à 64 ans,Retraités,765401003,Vivant en couple,Femmes
1505,Moins de 5 ans,null,765400604,null,Hommes
1506,55 à 59 ans,Cadres et professions intellectuelles supérieures,765400201,Vivant en couple,Femmes
1507,15 à 19 ans,Autres personnes sans activité professionnelle,765400101,Ne vivant pas en couple,Hommes
1508,35 à 39 ans,Ouvriers,765401005,Vivant en couple,Hommes
1509,25 à 29 ans,Professions intermédiaires,765400801,Ne vivant pas en couple,Femmes
1510,10 à 14 ans,null,765401001,null,Hommes
1511,60 à 64 ans,Employés,765401004,Vivant en couple,Femmes
1512,5 à 9 ans,null,765400202,null,Femmes
1513,5 à 9 ans,null,765400501,null,Hommes
1514,35 à 39 ans,Ouvriers,765400604,Vivant en couple,Hommes
1515,25 à 29 ans,Ouvriers,765400306,Vivant en couple,Hommes
1516,55 à 59 ans,Autres personnes sans activité professionnelle,765400702,Ne vivant pas en couple,Femmes
1517,25 à 29 ans,Employés,765400404,Vivant en couple,Femmes
1518,40 à 44 ans,Ouvriers,765400802,Vivant en couple,Femmes
1519,70 à 74 ans,Retraités,765400502,Ne vivant pas en couple,Femmes
1520,20 à 24 ans,Autres personnes sans activité professionnelle,765401003,Ne vivant pas en couple,Femmes
1521,20 à 24 ans,Autres personnes sans activité professionnelle,765400404,Ne vivant pas en couple,Femmes
1522,65 à 69 ans,Retraités,765400404,Vivant en couple,Femmes
1523,5 à 9 ans,null,765400101,null,Hommes
1524,25 à 29 ans,Employés,765400604,Vivant en couple,Femmes
1525,30 à 34 ans,Ouvriers,765400404,Ne vivant pas en couple,Hommes
1526,40 à 44 ans,Ouvriers,765400402,Vivant en couple,Hommes
1527,70 à 74 ans,Cadres et professions intellectuelles supérieures,765400202,Vivant en couple,Hommes
1528,40 à 44 ans,Employés,765400201,Vivant en couple,Femmes
1529,15 à 19 ans,Autres personnes sans activité professionnelle,765401001,Ne vivant pas en couple,Femmes
1530,15 à 19 ans,Autres personnes sans activité professionnelle,765400403,Ne vivant pas en couple,Femmes
1531,50 à 54 ans,Professions intermédiaires,765400306,Vivant en couple,Femmes
1532,25 à 29 ans,Employés,765400104,Vivant en couple,Hommes
1533,30 à 34 ans,Autres personnes sans activité professionnelle,765400202,Vivant en couple,Femmes
1534,25 à 29 ans,Employés,765400702,Vivant en couple,Hommes
1535,45 à 49 ans,Ouvriers,765400402,Vivant en couple,Hommes
1536,50 à 54 ans,Cadres et professions intellectuelles supérieures,765400603,Vivant en couple,Hommes
1537,Moins de 5 ans,null,765400305,null,Hommes
1538,25 à 29 ans,Autres personnes sans activité professionnelle,765400303,Vivant en couple,Femmes
1539,30 à 34 ans,Professions intermédiaires,765400105,Vivant en couple,Femmes
1540,35 à 39 ans,Professions intermédiaires,765400305,Vivant en couple,Hommes
1541,55 à 59 ans,Retraités,765401004,Vivant en couple,Femmes
1542,75 à 79 ans,Retraités,765400103,Ne vivant pas en couple,Femmes
1543,15 à 19 ans,Employés,765400304,Ne vivant pas en couple,Hommes
1544,20 à 24 ans,Autres personnes sans activité professionnelle,765400702,Ne vivant pas en couple,Femmes
1545,50 à 54 ans,Autres personnes sans activité professionnelle,765400102,Vivant en couple,Femmes
1546,Moins de 5 ans,null,765400502,null,Hommes
1547,15 à 19 ans,Autres personnes sans activité professionnelle,765400802,Ne vivant pas en couple,Femmes
1548,15 à 19 ans,Autres personnes sans activité professionnelle,765400303,Ne vivant pas en couple,Femmes
1549,55 à 59 ans,Employés,765401002,Ne vivant pas en couple,Femmes
1550,60 à 64 ans,Ouvriers,765400304,Vivant en couple,Hommes
1551,5 à 9 ans,null,765400106,null,Femmes
1552,5 à 9 ans,null,765400104,null,Hommes
1553,65 à 69 ans,Retraités,765400301,Vivant en couple,Hommes
1554,65 à 69 ans,Retraités,765400504,Ne vivant pas en couple,Hommes
1555,15 à 19 ans,Employés,765401001,Ne vivant pas en couple,Femmes
1556,10 à 14 ans,null,765400601,null,Hommes
1557,50 à 54 ans,Employés,765400901,Ne vivant pas en couple,Femmes
1558,15 à 19 ans,Autres personnes sans activité professionnelle,765400201,Ne vivant pas en couple,Femmes
1559,40 à 44 ans,Employés,765400404,Vivant en couple,Femmes
1560,Moins de 5 ans,null,765400104,null,Femmes
1561,55 à 59 ans,Retraités,765400601,Vivant en couple,Femmes
1562,60 à 64 ans,Employés,765400202,Ne vivant pas en couple,Femmes
1563,5 à 9 ans,null,765400106,null,Femmes
1564,60 à 64 ans,Retraités,765400304,Vivant en couple,Femmes
1565,35 à 39 ans,Autres personnes sans activité professionnelle,765400104,Vivant en couple,Hommes
1566,45 à 49 ans,Professions intermédiaires,765400106,Vivant en couple,Femmes
1567,80 à 84 ans,Retraités,765401002,Ne vivant pas en couple,Femmes
1568,45 à 49 ans,Ouvriers,765400502,Vivant en couple,Hommes
1569,10 à 14 ans,null,765401002,null,Femmes
1570,5 à 9 ans,null,765400101,null,Femmes
1571,50 à 54 ans,Professions intermédiaires,765400202,Ne vivant pas en couple,Femmes
1572,60 à 64 ans,Retraités,765400802,Ne vivant pas en couple,Femmes
1573,20 à 24 ans,Ouvriers,765400701,Ne vivant pas en couple,Hommes
1574,40 à 44 ans,Professions intermédiaires,765401002,Vivant en couple,Hommes
1575,20 à 24 ans,Autres personnes sans activité professionnelle,765400104,Ne vivant pas en couple,Hommes
1576,55 à 59 ans,Professions intermédiaires,765401004,Vivant en couple,Femmes
1577,25 à 29 ans,Cadres et professions intellectuelles supérieures,765400104,Ne vivant pas en couple,Femmes
1578,60 à 64 ans,Ouvriers,765400902,Ne vivant pas en couple,Hommes
1579,15 à 19 ans,Employés,765400504,Vivant en couple,Femmes
1580,40 à 44 ans,Cadres et professions intellectuelles supérieures,765401001,Ne vivant pas en couple,Hommes
